year	orgnr	organisasjon_navn	medlemmer
"2012"	"979485891"	"Det Islamske Kultursenter i Stavanger"	"406"
"2013"	"979485891"	"Det Islamske Kultursenter i Stavanger"	"441"
"2014"	"979485891"	"Det Islamske Kultursenter i Stavanger"	"478"
"2015"	"979485891"	"Det Islamske Kultursenter i Stavanger"	"502"
"2016"	"979485891"	"Det Islamske Kultursenter i Stavanger"	"485"
"2017"	"979485891"	"Det Islamske Kultursenter i Stavanger"	"482"
"2010"	"979486464"	"Værøy Pinsekirke"	"43"
"2011"	"979486464"	"Værøy Pinsekirke"	"44"
"2012"	"979486464"	"Værøy Pinsekirke"	"45"
"2013"	"979486464"	"Værøy Pinsekirke"	"43"
"2014"	"979486464"	"Værøy Pinsekirke"	"43"
"2015"	"979486464"	"Værøy Pinsekirke"	"44"
"2016"	"979486464"	"Værøy Pinsekirke"	"43"
"2017"	"979486464"	"Værøy Pinsekirke"	"41"
"2010"	"979510055"	"Dolva Pinsemenighet"	"20"
"2011"	"979510055"	"Dolva Pinsemenighet"	"26"
"2012"	"979510055"	"Dolva Pinsemenighet"	"24"
"2013"	"979510055"	"Dolva Pinsemenighet"	"20"
"2014"	"979510055"		"—"
"2015"	"979510055"	"Dolva Pinsemenighet"	"18"
"2016"	"979510055"	"Dolva Pinsemenighet"	"19"
"2017"	"979510055"	"Dolva Pinsemenighet"	"17"
"2010"	"979510381"	"Kristi Samfunn"	"20"
"2011"	"979510381"	"Kristi Samfunn"	"20"
"2012"	"979510381"	"Kristi Samfunn"	"23"
"2013"	"979510381"	"Kristi Samfunn"	"23"
"2014"	"979510381"	"Kristi Samfunn"	"22"
"2015"	"979510381"	"Kristi Samfunn"	"21"
"2016"	"979510381"	"Kristi Samfunn"	"21"
"2017"	"979510381"	"Kristi Samfunn"	"20"
"2010"	"979565194"	"Pinsemenigheten Arken Løten"	"20"
"2011"	"979565194"	"Pinsemenigheten Arken Løten"	"23"
"2012"	"979565194"	"Pinsemenigheten Arken Løten"	"42"
"2013"	"979565194"	"Pinsemenigheten Arken Løten"	"50"
"2014"	"979565194"	"Pinsemenigheten Arken Løten"	"61"
"2015"	"979565194"	"Pinsemenigheten Arken Løten"	"67"
"2016"	"979565194"	"Pinsemenigheten Arken Løten"	"92"
"2017"	"979565194"	"Pinsemenigheten Arken Løten"	"105"
"2010"	"979572247"	"Sion Ingedal 1747 Skjeberg"	"76"
"2011"	"979572247"	"Sion Ingedal 1747 Skjeberg"	"78"
"2012"	"979572247"	"Sion Ingedal 1747 Skjeberg"	"81"
"2013"	"979572247"	"Sion Ingedal 1747 Skjeberg"	"82"
"2014"	"979572247"	"Sion Ingedal 1747 Skjeberg"	"85"
"2015"	"979572247"	"Sion Ingedal 1747 Skjeberg"	"89"
"2016"	"979572247"	"Sion Ingedal 1747 Skjeberg"	"105"
"2017"	"979572247"	"Sion Ingedal 1747 Skjeberg"	"114"
"2010"	"979578350"	"Vineyard Kristne Felleskap Larvik"	"81"
"2011"	"979578350"	"Vineyard Kristne Felleskap Larvik"	"66"
"2012"	"979578350"	"Vineyard Kristne Felleskap Larvik"	"64"
"2013"	"979578350"	"Vineyard Kristne Felleskap Larvik"	"64"
"2014"	"979578350"	"Vineyard Kristne Felleskap Larvik"	"70"
"2015"	"979578350"	"Vineyard Kristne Felleskap Larvik"	"62"
"2016"	"979578350"	"Vineyard Kristne Felleskap Larvik"	"58"
"2017"	"979578350"	"Vineyard Kristne Felleskap Larvik"	"59"
"2010"	"979655673"	"Tyrkisk Islamsk Ungdomsforening"	"787"
"2011"	"979655673"	"Tyrkisk Islamsk Ungdomsforening"	"772"
"2012"	"979655673"	"Tyrkisk Islamsk Ungdomsforening"	"760"
"2013"	"979655673"	"Tyrkisk Islamsk Ungdomsforening"	"812"
"2014"	"979655673"	"Tyrkisk Islamsk Ungdomsforening"	"787"
"2015"	"979655673"	"Tyrkisk Islamsk Ungdomsforening"	"720"
"2016"	"979655673"	"Tyrkisk Islamsk Ungdomsforening"	"774"
"2017"	"979655673"	"Tyrkisk Islamsk Ungdomsforening"	"794"
"2010"	"979661762"	"Fellesskapskyrkja Sandane"	"36"
"2011"	"979661762"	"Fellesskapskyrkja Sandane"	"36"
"2012"	"979661762"	"Fellesskapskyrkja Sandane"	"37"
"2013"	"979661762"	"Fellesskapskyrkja Sandane"	"29"
"2014"	"979661762"		"—"
"2015"	"979661762"		"—"
"2016"	"979661762"	"Fellesskapskyrkja Sandane"	"28"
"2017"	"979661762"	"Fellesskapskyrkja Sandane"	"32"
"2010"	"979706596"	"Den Islandske Evangeliske- Lutherske Menighet i Norge"	"5425"
"2011"	"979706596"	"Den Islandske Evangeliske- Lutherske Menighet i Norge"	"5946"
"2012"	"979706596"	"Den Islandske Evangeliske- Lutherske Menighet i Norge"	"5983"
"2013"	"979706596"	"Den Islandske Evangeliske- Lutherske Menighet i Norge"	"6634"
"2014"	"979706596"	"Den Islandske Evangeliske- Lutherske Menighet i Norge"	"6740"
"2015"	"979706596"	"Den Islandske Evangeliske- Lutherske Menighet i Norge"	"6516"
"2016"	"979706596"	"Den Islandske Evangeliske- Lutherske Menighet i Norge"	"6830"
"2017"	"979706596"	"Den Islandske Evangeliske- Lutherske Menighet i Norge"	"1066"
"2010"	"979752121"	"Tawfiiq Islamsk Senter"	"4963"
"2011"	"979752121"	"Tawfiiq Islamsk Senter"	"5040"
"2012"	"979752121"	"Tawfiiq Islamsk Senter"	"5383"
"2013"	"979752121"	"Tawfiiq Islamsk Senter"	"5751"
"2014"	"979752121"	"Tawfiiq Islamsk Senter"	"6055"
"2015"	"979752121"	"Tawfiiq Islamsk Senter"	"6979"
"2016"	"979752121"	"Tawfiiq Islamsk Senter"	"7406"
"2017"	"979752121"	"Tawfiiq Islamsk Senter"	"7695"
"2010"	"979770383"	"Kristent Fellesskap i Lyngdal"	"41"
"2011"	"979770383"	"Kristent Fellesskap i Lyngdal"	"40"
"2012"	"979770383"	"Kristent Fellesskap i Lyngdal"	"34"
"2013"	"979770383"	"Kristent Fellesskap i Lyngdal"	"31"
"2014"	"979770383"	"Kristent Fellesskap i Lyngdal"	"32"
"2015"	"979770383"	"Kristent Fellesskap i Lyngdal"	"26"
"2016"	"979770383"	"Kristent Fellesskap i Lyngdal"	"27"
"2017"	"979770383"	"Kristent Fellesskap i Lyngdal"	"27"
"2010"	"979785682"	"Vineyard Kristne Felleskap Ålesund"	"59"
"2011"	"979785682"	"Vineyard Kristne Felleskap Ålesund"	"62"
"2012"	"979785682"	"Vineyard Kristne Felleskap Ålesund"	"76"
"2013"	"979785682"	"Vineyard Kristne Felleskap Ålesund"	"80"
"2014"	"979785682"	"Vineyard Kristne Felleskap Ålesund"	"84"
"2015"	"979785682"	"Vineyard Kristne Felleskap Ålesund"	"81"
"2016"	"979785682"	"Vineyard Kristne Felleskap Ålesund"	"88"
"2017"	"979785682"	"Vineyard Kristne Felleskap Ålesund"	"89"
"2010"	"979961073"	"Brunstad Christian Church"	"6879"
"2011"	"979961073"	"Brunstad Christian Church"	"7110"
"2012"	"979961073"	"Brunstad Christian Church"	"7319"
"2013"	"979961073"	"Brunstad Christian Church"	"7259"
"2014"	"979961073"	"Brunstad Christian Church"	"7750"
"2015"	"979961073"	"Brunstad Christian Church"	"7997"
"2016"	"979961073"	"Brunstad Christian Church"	"8177"
"2017"	"979961073"	"Brunstad Christian Church"	"8417"
"2010"	"980002837"	"Anjuman Falah Ul Muslimeen"	"626"
"2011"	"980002837"	"Anjuman Falah Ul Muslimeen"	"644"
"2012"	"980002837"	"Anjuman Falah Ul Muslimeen"	"639"
"2013"	"980002837"	"Anjuman Falah Ul Muslimeen"	"612"
"2014"	"980002837"	"Anjuman Falah Ul Muslimeen"	"595"
"2015"	"980002837"	"Anjuman Falah Ul Muslimeen"	"577"
"2016"	"980002837"	"Anjuman Falah Ul Muslimeen"	"639"
"2017"	"980002837"	"Anjuman Falah Ul Muslimeen"	"675"
"2010"	"980059057"	"Masjid Bilal"	"743"
"2011"	"980059057"	"Masjid Bilal"	"732"
"2012"	"980059057"	"Masjid Bilal"	"780"
"2013"	"980059057"	"Masjid Bilal"	"808"
"2014"	"980059057"	"Masjid Bilal"	"825"
"2015"	"980059057"	"Masjid Bilal"	"909"
"2016"	"980059057"	"Masjid Bilal"	"898"
"2017"	"980059057"		"—"
"2010"	"980154181"	"Evangeliekirken Filadelfia Grua"	"96"
"2011"	"980154181"	"Evangeliekirken Filadelfia Grua"	"95"
"2012"	"980154181"	"Evangeliekirken Filadelfia Grua"	"90"
"2013"	"980154181"	"Evangeliekirken Filadelfia Grua"	"88"
"2014"	"980154181"	"Evangeliekirken Filadelfia Grua"	"84"
"2015"	"980154181"	"Evangeliekirken Filadelfia Grua"	"80"
"2016"	"980154181"	"Evangeliekirken Filadelfia Grua"	"93"
"2017"	"980154181"	"Evangeliekirken Filadelfia Grua"	"90"
"2010"	"980325652"	"Muslim Culture Center"	"327"
"2011"	"980325652"	"Muslim Culture Center"	"376"
"2012"	"980325652"	"Muslim Culture Center"	"375"
"2013"	"980325652"	"Muslim Culture Center"	"401"
"2014"	"980325652"	"Muslim Culture Center"	"350"
"2015"	"980325652"	"Muslim Culture Center"	"347"
"2016"	"980325652"	"Muslim Culture Center"	"343"
"2017"	"980325652"	"Muslim Culture Center"	"368"
"2010"	"980333132"	"Vineyard Kristne Felleskap Trondheim"	"54"
"2011"	"980333132"	"Vineyard Kristne Felleskap Trondheim"	"50"
"2012"	"980333132"	"Vineyard Kristne Felleskap Trondheim"	"49"
"2013"	"980333132"		"—"
"2014"	"980333132"	"Vineyard Kristne Felleskap Trondheim"	"47"
"2015"	"980333132"	"Vineyard Kristne Felleskap Trondheim"	"55"
"2016"	"980333132"	"Vineyard Kristne Felleskap Trondheim"	"42"
"2017"	"980333132"	"Vineyard Kristne Felleskap Trondheim"	"41"
"2010"	"980385523"		"—"
"2011"	"980385523"		"—"
"2012"	"980385523"		"—"
"2013"	"980385523"		"—"
"2014"	"980385523"		"—"
"2015"	"980385523"	"Doxa Sti"	"21"
"2016"	"980385523"	"Doxa Sti"	"24"
"2017"	"980385523"	"Doxa Sti"	"22"
"2010"	"980431363"	"Ulsteinvik Bibelsenter"	"46"
"2011"	"980431363"	"Ulsteinvik Bibelsenter"	"45"
"2012"	"980431363"	"Ulsteinvik Bibelsenter"	"48"
"2013"	"980431363"	"Ulsteinvik Bibelsenter"	"51"
"2014"	"980431363"	"Ulsteinvik Bibelsenter"	"52"
"2015"	"980431363"	"Ulsteinvik Bibelsenter"	"55"
"2016"	"980431363"	"Ulsteinvik Bibelsenter"	"54"
"2017"	"980431363"	"Ulsteinvik Bibelsenter"	"55"
"2010"	"980492699"	"Kristent Fellesskap"	"60"
"2011"	"980492699"	"Kristent Fellesskap"	"52"
"2012"	"980492699"		"—"
"2013"	"980492699"	"Kristent Fellesskap"	"55"
"2014"	"980492699"	"Kristent Fellesskap"	"38"
"2015"	"980492699"	"Kristent Fellesskap"	"24"
"2016"	"980492699"	"Kristent Fellesskap"	"39"
"2017"	"980492699"	"Kristent Fellesskap"	"42"
"2010"	"980564010"	"Betania, Veggli og Uvdal"	"94"
"2011"	"980564010"	"Betania, Veggli og Uvdal"	"84"
"2012"	"980564010"	"Betania, Veggli og Uvdal"	"90"
"2013"	"980564010"	"Betania, Veggli og Uvdal"	"91"
"2014"	"980564010"	"Betania, Veggli og Uvdal"	"90"
"2015"	"980564010"	"Betania, Veggli og Uvdal"	"82"
"2016"	"980564010"	"Betania, Veggli og Uvdal"	"80"
"2017"	"980564010"		"—"
"2010"	"980653072"	"Godt Håp"	"47"
"2011"	"980653072"	"Godt Håp"	"46"
"2012"	"980653072"		"—"
"2013"	"980653072"	"Godt Håp"	"46"
"2014"	"980653072"	"Godt Håp"	"46"
"2015"	"980653072"	"Godt Håp"	"46"
"2016"	"980653072"	"Godt Håp"	"48"
"2017"	"980653072"	"Godt Håp"	"49"
"2010"	"980764249"	"Det Islamske Kultursenter i N E"	"363"
"2011"	"980764249"	"Det Islamske Kultursenter i N E"	"362"
"2012"	"980764249"	"Det Islamske Kultursenter i N E"	"361"
"2013"	"980764249"	"Det Islamske Kultursenter i N E"	"369"
"2014"	"980764249"	"Det Islamske Kultursenter i N E"	"406"
"2015"	"980764249"	"Det Islamske Kultursenter i N E"	"400"
"2016"	"980764249"	"Det Islamske Kultursenter i N E"	"393"
"2017"	"980764249"	"Det Islamske Kultursenter i N E"	"393"
"2010"	"980979490"	"Den Lutherske Forsamling Avaldsnes"	"50"
"2011"	"980979490"		"—"
"2012"	"980979490"		"—"
"2013"	"980979490"		"—"
"2014"	"980979490"		"—"
"2015"	"980979490"		"—"
"2016"	"980979490"		"—"
"2017"	"980979490"		"—"
"2010"	"981034155"	"Pinsemenigheten Filadelfia Tonstad"	"85"
"2011"	"981034155"	"Pinsemenigheten Filadelfia Tonstad"	"88"
"2012"	"981034155"	"Pinsemenigheten Filadelfia Tonstad"	"88"
"2013"	"981034155"	"Pinsemenigheten Filadelfia Tonstad"	"91"
"2014"	"981034155"	"Pinsemenigheten Filadelfia Tonstad"	"93"
"2015"	"981034155"	"Pinsemenigheten Filadelfia Tonstad"	"96"
"2016"	"981034155"	"Pinsemenigheten Filadelfia Tonstad"	"95"
"2017"	"981034155"	"Pinsemenigheten Filadelfia Tonstad"	"95"
"2010"	"981519515"		"—"
"2011"	"981519515"	"Evangelikirken Østerbo"	"262"
"2012"	"981519515"	"Evangelikirken Østerbo"	"277"
"2013"	"981519515"	"Evangelikirken Østerbo"	"292"
"2014"	"981519515"	"Evangelikirken Østerbo"	"283"
"2015"	"981519515"	"Evangelikirken Østerbo"	"266"
"2016"	"981519515"	"Evangelikirken Østerbo"	"269"
"2017"	"981519515"	"Evangelikirken Østerbo"	"290"
"2010"	"981928989"	"Det Serbiske Ortodokse Kirkesamfund i Norge Hl Vasilije Ostroski Menighet"	"2919"
"2011"	"981928989"	"Det Serbiske Ortodokse Kirkesamfund i Norge Hl Vasilije Ostroski Menighet"	"3024"
"2012"	"981928989"	"Det Serbiske Ortodokse Kirkesamfund i Norge Hl Vasilije Ostroski Menighet"	"3228"
"2013"	"981928989"	"Det Serbiske Ortodokse Kirkesamfund i Norge Hl Vasilije Ostroski Menighet"	"3432"
"2014"	"981928989"	"Det Serbiske Ortodokse Kirkesamfund i Norge Hl Vasilije Ostroski Menighet"	"3616"
"2015"	"981928989"	"Det Serbiske Ortodokse Kirkesamfund i Norge Hl Vasilije Ostroski Menighet"	"3785"
"2016"	"981928989"	"Det Serbiske Ortodokse Kirkesamfund i Norge Hl Vasilije Ostroski Menighet"	"4017"
"2017"	"981928989"	"Det Serbiske Ortodokse Kirkesamfund i Norge Hl Vasilije Ostroski Menighet"	"4243"
"2010"	"982131502"	"Islamic Solidarity Society Iss"	"266"
"2011"	"982131502"	"Islamic Solidarity Society Iss"	"272"
"2012"	"982131502"	"Islamic Solidarity Society Iss"	"283"
"2013"	"982131502"	"Islamic Solidarity Society Iss"	"296"
"2014"	"982131502"	"Islamic Solidarity Society Iss"	"309"
"2015"	"982131502"	"Islamic Solidarity Society Iss"	"331"
"2016"	"982131502"	"Islamic Solidarity Society Iss"	"359"
"2017"	"982131502"	"Islamic Solidarity Society Iss"	"379"
"2010"	"982247764"	"Den Frie Evangeliske Forsamling Misjonshuset Moss"	"124"
"2011"	"982247764"	"Den Frie Evangeliske Forsamling Misjonshuset Moss"	"124"
"2012"	"982247764"	"Den Frie Evangeliske Forsamling Misjonshuset Moss"	"129"
"2013"	"982247764"	"Den Frie Evangeliske Forsamling Misjonshuset Moss"	"126"
"2014"	"982247764"	"Den Frie Evangeliske Forsamling Misjonshuset Moss"	"123"
"2015"	"982247764"	"Den Frie Evangeliske Forsamling Misjonshuset Moss"	"123"
"2016"	"982247764"	"Den Frie Evangeliske Forsamling Misjonshuset Moss"	"126"
"2017"	"982247764"	"Den Frie Evangeliske Forsamling Misjonshuset Moss"	"120"
"2010"	"982302730"	"Biri Pinsemenighet, Filadelfia"	"50"
"2011"	"982302730"	"Biri Pinsemenighet, Filadelfia"	"50"
"2012"	"982302730"	"Biri Pinsemenighet, Filadelfia"	"50"
"2013"	"982302730"	"Biri Pinsemenighet, Filadelfia"	"51"
"2014"	"982302730"	"Biri Pinsemenighet, Filadelfia"	"49"
"2015"	"982302730"	"Biri Pinsemenighet, Filadelfia"	"48"
"2016"	"982302730"	"Biri Pinsemenighet, Filadelfia"	"45"
"2017"	"982302730"	"Biri Pinsemenighet, Filadelfia"	"43"
"2010"	"982427517"		"—"
"2011"	"982427517"		"—"
"2012"	"982427517"	"Forsoningens Tjeneste"	"33"
"2013"	"982427517"	"Forsoningens Tjeneste"	"34"
"2014"	"982427517"	"Forsoningens Tjeneste"	"31"
"2015"	"982427517"	"Forsoningens Tjeneste"	"31"
"2016"	"982427517"	"Forsoningens Tjeneste"	"33"
"2017"	"982427517"	"Forsoningens Tjeneste"	"29"
"2010"	"982554071"	"Pinsemenigheten Betesda Tverrelvdalen"	"110"
"2011"	"982554071"	"Pinsemenigheten Betesda Tverrelvdalen"	"111"
"2012"	"982554071"	"Pinsemenigheten Betesda Tverrelvdalen"	"110"
"2013"	"982554071"	"Pinsemenigheten Betesda Tverrelvdalen"	"110"
"2014"	"982554071"	"Pinsemenigheten Betesda Tverrelvdalen"	"108"
"2015"	"982554071"	"Pinsemenigheten Betesda Tverrelvdalen"	"109"
"2016"	"982554071"	"Pinsemenigheten Betesda Tverrelvdalen"	"112"
"2017"	"982554071"	"Pinsemenigheten Betesda Tverrelvdalen"	"111"
"2010"	"982720745"	"Kristkirken Ålgård"	"104"
"2011"	"982720745"	"Kristkirken Ålgård"	"109"
"2012"	"982720745"	"Kristkirken Ålgård"	"112"
"2013"	"982720745"	"Kristkirken Ålgård"	"105"
"2014"	"982720745"	"Kristkirken Ålgård"	"99"
"2015"	"982720745"	"Kristkirken Ålgård"	"88"
"2016"	"982720745"	"Kristkirken Ålgård"	"72"
"2017"	"982720745"	"Kristkirken Ålgård"	"72"
"2010"	"982754690"	"Den Islamske Forening i Fredrikstad"	"369"
"2011"	"982754690"	"Den Islamske Forening i Fredrikstad"	"380"
"2012"	"982754690"		"—"
"2013"	"982754690"	"Den Islamske Forening i Fredrikstad"	"585"
"2014"	"982754690"	"Masjid Darussalam Norge"	"562"
"2015"	"982754690"	"Masjid Darussalam Norge"	"592"
"2016"	"982754690"	"Masjid Darussalam Norge"	"595"
"2017"	"982754690"	"Masjid Darussalam Norge"	"569"
"2010"	"982799937"	"Sandsli Menighet"	"57"
"2011"	"982799937"	"Sandsli Menighet"	"54"
"2012"	"982799937"		"—"
"2013"	"982799937"		"—"
"2014"	"982799937"		"—"
"2015"	"982799937"		"—"
"2016"	"982799937"		"—"
"2017"	"982799937"		"—"
"2010"	"982922909"	"Sykkylven Vineyard"	"71"
"2011"	"982922909"	"Sykkylven Vineyard"	"57"
"2012"	"982922909"	"Sykkylven Vineyard"	"59"
"2013"	"982922909"	"Sykkylven Vineyard"	"58"
"2014"	"982922909"	"Sykkylven Vineyard"	"58"
"2015"	"982922909"	"Sykkylven Vineyard"	"60"
"2016"	"982922909"	"Sykkylven Vineyard"	"52"
"2017"	"982922909"	"Sykkylven Vineyard"	"42"
"2010"	"982931592"	"Bergen Hindu Sabha"	"587"
"2011"	"982931592"	"Bergen Hindu Sabha"	"646"
"2012"	"982931592"	"Bergen Hindu Sabha"	"695"
"2013"	"982931592"	"Bergen Hindu Sabha"	"804"
"2014"	"982931592"	"Bergen Hindu Sabha"	"794"
"2015"	"982931592"	"Bergen Hindu Sabha"	"822"
"2016"	"982931592"	"Bergen Hindu Sabha"	"801"
"2017"	"982931592"	"Bergen Hindu Sabha"	"789"
"2010"	"982935318"	"Pinsekirken"	"25"
"2011"	"982935318"	"Pinsekirken"	"30"
"2012"	"982935318"	"Pinsekirken"	"32"
"2013"	"982935318"	"Pinsekirken"	"33"
"2014"	"982935318"	"Pinsekirken"	"40"
"2015"	"982935318"	"Pinsekirken"	"42"
"2016"	"982935318"	"Pinsekirken"	"42"
"2017"	"982935318"	"Pinsekirken"	"43"
"2010"	"982957818"	"Senterkirken Eiker"	"137"
"2011"	"982957818"	"Senterkirken Eiker"	"114"
"2012"	"982957818"	"Senterkirken Eiker"	"115"
"2013"	"982957818"	"Senterkirken Eiker"	"115"
"2014"	"982957818"	"Senterkirken Eiker"	"125"
"2015"	"982957818"	"Senterkirken Eiker"	"130"
"2016"	"982957818"	"Senterkirken Eiker"	"134"
"2017"	"982957818"	"Senterkirken Eiker"	"133"
"2010"	"982963125"	"Alive Church"	"39"
"2011"	"982963125"	"Intro Egersund"	"42"
"2012"	"982963125"	"Intro Egersund"	"62"
"2013"	"982963125"		"—"
"2014"	"982963125"		"—"
"2015"	"982963125"		"—"
"2016"	"982963125"		"—"
"2017"	"982963125"		"—"
"2010"	"982972965"	"Kløfta Pinsemenighet"	"59"
"2011"	"982972965"	"Kløfta Pinsemenighet"	"60"
"2012"	"982972965"	"Kløfta Pinsemenighet"	"59"
"2013"	"982972965"	"Kløfta Pinsemenighet"	"59"
"2014"	"982972965"	"Kløfta Pinsemenighet"	"59"
"2015"	"982972965"	"Kløfta Pinsemenighet"	"58"
"2016"	"982972965"	"Kløfta Pinsemenighet"	"56"
"2017"	"982972965"	"Pinsekirken Kløfta"	"59"
"2010"	"983064612"	"Kraftverket"	"31"
"2011"	"983064612"	"Kraftverket"	"27"
"2012"	"983064612"	"Kraftverket"	"28"
"2013"	"983064612"	"Kraftverket"	"32"
"2014"	"983064612"	"Kraftverket"	"28"
"2015"	"983064612"	"Kraftverket"	"29"
"2016"	"983064612"	"Kraftverket"	"30"
"2017"	"983064612"	"Kraftverket"	"32"
"2010"	"983143261"	"Menigheten Vintreet"	"106"
"2011"	"983143261"	"Menigheten Vintreet"	"114"
"2012"	"983143261"	"Menigheten Vintreet"	"134"
"2013"	"983143261"	"Menigheten Vintreet"	"137"
"2014"	"983143261"	"Menigheten Vintreet"	"132"
"2015"	"983143261"	"Menigheten Vintreet"	"125"
"2016"	"983143261"	"Menigheten Vintreet"	"126"
"2017"	"983143261"	"Menigheten Vintreet"	"125"
"2010"	"983181783"	"Osterøy Pinsemenighet Sion"	"64"
"2011"	"983181783"	"Osterøy Pinsemenighet Sion"	"60"
"2012"	"983181783"	"Osterøy Pinsemenighet Sion"	"54"
"2013"	"983181783"	"Osterøy Pinsemenighet Sion"	"46"
"2014"	"983181783"	"Osterøy Pinsemenighet Sion"	"38"
"2015"	"983181783"	"Osterøy Pinsemenighet Sion"	"39"
"2016"	"983181783"	"Osterøy Pinsemenighet Sion"	"37"
"2017"	"983181783"	"Osterøy Pinsemenighet Sion"	"38"
"2010"	"983227562"	"Foreningen Forn Sed"	"50"
"2011"	"983227562"	"Foreningen Forn Sed"	"57"
"2012"	"983227562"	"Foreningen Forn Sed"	"70"
"2013"	"983227562"	"Foreningen Forn Sed"	"72"
"2014"	"983227562"	"Forn Sed Norge"	"85"
"2015"	"983227562"	"Forn Sed Norge"	"97"
"2016"	"983227562"	"Forn Sed Norge"	"100"
"2017"	"983227562"	"Forn Sed Norge"	"110"
"2010"	"983228364"	"Det Islamske Forbundet"	"2364"
"2011"	"983228364"	"Det Islamske Forbundet"	"2454"
"2012"	"983228364"	"Det Islamske Forbundet"	"2485"
"2013"	"983228364"	"Det Islamske Forbundet"	"2429"
"2014"	"983228364"	"Det Islamske Forbundet"	"2745"
"2015"	"983228364"	"Det Islamske Forbundet"	"2838"
"2016"	"983228364"	"Det Islamske Forbundet"	"3198"
"2017"	"983228364"	"Det Islamske Forbundet"	"3305"
"2010"	"983238882"	"Kristent Fellesskap Bømlo"	"106"
"2011"	"983238882"	"Kristent Fellesskap Bømlo"	"108"
"2012"	"983238882"	"Kristent Fellesskap Bømlo"	"109"
"2013"	"983238882"	"Kristent Fellesskap Bømlo"	"107"
"2014"	"983238882"	"Kristent Fellesskap Bømlo"	"109"
"2015"	"983238882"	"Kristent Fellesskap Bømlo"	"109"
"2016"	"983238882"	"Kristent Fellesskap Bømlo"	"112"
"2017"	"983238882"	"Kristent Fellesskap Bømlo"	"116"
"2010"	"983357024"	"Diamantveibuddhisme Karma Kagyu- Linjen, DKKL"	"76"
"2011"	"983357024"	"Diamantveibuddhisme Karma Kagyu- Linjen, DKKL"	"72"
"2012"	"983357024"	"Diamantveibuddhisme Karma Kagyu- Linjen, DKKL"	"79"
"2013"	"983357024"	"Diamantveibuddhisme Karma Kagyu- Linjen, DKKL"	"70"
"2014"	"983357024"	"Diamantveibuddhisme Karma Kagyu- Linjen, DKKL"	"67"
"2015"	"983357024"	"Diamantveibuddhisme Karma Kagyu- Linjen, DKKL"	"76"
"2016"	"983357024"	"Diamantveibuddhisme Karma Kagyu- Linjen, DKKL"	"96"
"2017"	"983357024"	"Diamantveibuddhisme Karma Kagyu- Linjen, DKKL"	"102"
"2010"	"983379788"	"Berger Pinsemenighet"	"36"
"2011"	"983379788"	"Berger Pinsemenighet"	"34"
"2012"	"983379788"	"Berger Pinsemenighet"	"34"
"2013"	"983379788"	"Berger Pinsemenighet"	"32"
"2014"	"983379788"	"Berger Pinsemenighet"	"33"
"2015"	"983379788"	"Berger Pinsemenighet"	"33"
"2016"	"983379788"	"Berger Pinsemenighet"	"32"
"2017"	"983379788"	"Berger Pinsemenighet"	"33"
"2010"	"983424570"	"Salahaddin Senter"	"1052"
"2011"	"983424570"	"Salahaddin Senter"	"1129"
"2012"	"983424570"	"Salahaddin Senter"	"1292"
"2013"	"983424570"	"Salahaddin Senter"	"1645"
"2014"	"983424570"	"Salahaddin Senter"	"2098"
"2015"	"983424570"	"Salahaddin Senter"	"2503"
"2016"	"983424570"	"Salahaddin Senter"	"2275"
"2017"	"983424570"	"Salahaddin Senter"	"2407"
"2010"	"983445373"	"Kristkirken Sola"	"78"
"2011"	"983445373"	"Kristkirken Sola"	"76"
"2012"	"983445373"	"Kristkirken Sola"	"79"
"2013"	"983445373"	"Kristkirken Sola"	"86"
"2014"	"983445373"	"Kristkirken Sola"	"86"
"2015"	"983445373"	"Kristkirken Sola"	"86"
"2016"	"983445373"	"Kristkirken Sola"	"81"
"2017"	"983445373"	"Kristkirken Sola"	"44"
"2010"	"983548482"	"Troens Ord Karmøy"	"64"
"2011"	"983548482"	"Troens Ord Karmøy"	"85"
"2012"	"983548482"	"Troens Ord Karmøy"	"97"
"2013"	"983548482"	"Troens Ord Karmøy"	"114"
"2014"	"983548482"	"Troens Ord Karmøy"	"139"
"2015"	"983548482"	"Troens Ord Karmøy"	"180"
"2016"	"983548482"	"Troens Ord Karmøy"	"261"
"2017"	"983548482"	"Troens Ord Karmøy"	"265"
"2010"	"983644201"	"Muhiban-E-Ahlil Bait Centre Oslo"	"315"
"2011"	"983644201"	"Muhiban-E-Ahlil Bait Centre Oslo"	"300"
"2012"	"983644201"	"Muhiban-E-Ahlil Bait Centre Oslo"	"317"
"2013"	"983644201"	"Muhiban-E-Ahlil Bait Centre Oslo"	"318"
"2014"	"983644201"	"Muhiban-E-Ahlil Bait Centre Oslo"	"259"
"2015"	"983644201"	"Muhiban-E-Ahlil Bait Centre Oslo"	"291"
"2016"	"983644201"	"Muhiban-E-Ahlil Bait Centre Oslo"	"306"
"2017"	"983644201"	"Muhiban-E-Ahlil Bait Centre Oslo"	"345"
"2010"	"983652506"	"Islamske Opplærings Senter"	"1936"
"2011"	"983652506"	"Islamske Opplærings Senter"	"2057"
"2012"	"983652506"	"Islamske Opplærings Senter"	"2238"
"2013"	"983652506"	"Islamske Opplærings Senter"	"2544"
"2014"	"983652506"	"Islamske Opplærings Senter"	"2655"
"2015"	"983652506"	"Islamske Opplærings Senter"	"2630"
